ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE
769	H	sand	homok	homok	h o m o k	
770	OH	sand	humuki	humuki	h u m u k i	
771	EAH	sand	humoki	humoki	h u m o k i	
772	WOT	sand	χumakï	χumakï	χ u m a k ɯ	
1352	H	scurvy	šüy	šüy	ʃ y j	
1353	OH	scurvy	šǖlʹ	šǖlʹ	ʃ yː ʎ	
1354	EAH	scurvy	šiγül	šiγül	ʃ i ɣ y l	
1355	WOT	scurvy	šiγül	šiγül	ʃ i ɣ y l	
1580	H	sea	tenger	tenger	t ɛ n ɡ ɛ r	
1581	EAH	sea	teŋir	teŋir	t ɛ ŋ i r	
1582	WOT	sea	täŋir	täŋir	t ɛ ŋ i r	
437	H	secretion, mucus discharged from the eyes	čipå	čipå	t͡ʃ i p ɒ	
438	EAH	secretion, mucus discharged from the eyes	čapa	čapa	t͡ʃ a p a	
439	WOT	secretion, mucus discharged from the eyes	čapaγ	čapaγ	t͡ʃ a p a ɣ	
455	H	sexual organ of large male animals, of a bull; a whip made from it	čök	čök	t͡ʃ ø k	
456	EAH	sexual organ of large male animals, of a bull; a whip made from it	čük	čük	t͡ʃ y k	
457	WOT	sexual organ of large male animals, of a bull; a whip made from it	čükV	čükV	t͡ʃ y k v	
171	H	shackles	bilinč	bilinč	b i l i n t͡ʃ	
172	OH	shackles	bilinček	bilinček	b i l i n t͡ʃ ɛ k	
173	EAH	shackles	bileček	bileček	b i l ɛ t͡ʃ ɛ k	
174	WOT	shackles	biläčäk	biläčäk	b i l ɛ t͡ʃ ɛ k	
876	H	sheepfold, cattlegrid, stockyard, a yard encircled by a fence, shedfor animals	kårām	kårām	k ɒ r aː m	
877	EAH	sheepfold, cattlegrid, stockyard, a yard encircled by a fence, shedfor animals	korām	korām	k o r aː m	
878	WOT	sheepfold, cattlegrid, stockyard, a yard encircled by a fence, shedfor animals	koram	koram	k o r a m	
805	H	shirt	ing	ing	i n ɡ	
806	OH	shirt	ümeg	ümeg	y m ɛ ɡ	
807	EAH	shirt	ümmeg	ümmeg	y m m ɛ ɡ	
808	WOT	shirt	öŋmäk	öŋmäk	ø ŋ m ɛ k	
922	H	shock, shook, sheaves placed crosswise, also a unit of grain paid orgiven	kepe	kepe	k ɛ p ɛ	
923	EAH	shock, shook, sheaves placed crosswise, also a unit of grain paid orgiven	kepeγ	kepeγ	k ɛ p ɛ ɣ	
924	WOT	shock, shook, sheaves placed crosswise, also a unit of grain paid orgiven	käpäγ	käpäγ	k ɛ p ɛ ɣ	
1260	H	sickle	šårlō	šårlō	ʃ ɒ r l oː	
1261	EAH	sickle	čarlaγ	čarlaγ	t͡ʃ a r l a ɣ	
1262	WOT	sickle	čarlaγ	čarlaγ	t͡ʃ a r l a ɣ	
332	H	sin	bǖn	bǖn	b yː n	
333	EAH	sin	bǖn	bǖn	b yː n	
334	WOT	sin	bǖn	bǖn	b yː n	
951	H	small	kiči	kiči	k i t͡ʃ i	
952	EAH	small	kičin	kičin	k i t͡ʃ i n	
953	WOT	small	kičin	kičin	k i t͡ʃ i n	
945	H	small, little	kičiń	kičiń	k i t͡ʃ i ɲ	
946	EAH	small, little	kičin	kičin	k i t͡ʃ i n	
947	WOT	small, little	kičin	kičin	k i t͡ʃ i n	
948	H	small, little	kičiń	kičiń	k i t͡ʃ i ɲ	
949	EAH	small, little	küčün	küčün	k y t͡ʃ y n	
950	WOT	small, little	kičin	kičin	k i t͡ʃ i n	
954	H	small, little	kiš	kiš	k i ʃ	
955	OH	small, little	kiši	kiši	k i ʃ i	
956	LAH	small, little	kiči	kiči	k i t͡ʃ i	
957	EAH	small, little	kičiγ	kičiγ	k i t͡ʃ i ɣ	
958	WOT	small, little	kičiγ	kičiγ	k i t͡ʃ i ɣ	
51	H	small, tiny	åprō	åprō	ɒ p r oː	
52	OH	small, tiny	oprau̯	oprau̯	o p r a w	
53	EAH	small, tiny	opuruγ	opuruγ	o p u r u ɣ	
54	WOT	small, tiny	opuruγ	opuruγ	o p u r u ɣ	
1311	H	smooth, simít	šimå	šimå	ʃ i m ɒ	
1312	EAH	smooth, simít	šima	šima	ʃ i m a	
1313	WOT	smooth, simít	šïma	šïma	ʃ ɯ m a	
428	H	snail, Helix; snail-shell, pulley, vertebra	čigå	čigå	t͡ʃ i ɡ ɒ	
429	EAH	snail, Helix; snail-shell, pulley, vertebra	čïga	čïga	t͡ʃ ɯ ɡ a	
430	WOT	snail, Helix; snail-shell, pulley, vertebra	čïga	čïga	t͡ʃ ɯ ɡ a	
1662	H	snare, trap	tȫr	tȫr	t øː r	
1663	EAH	snare, trap	tȫr	tȫr	t øː r	
1664	WOT	snare, trap	tȫr	tȫr	t øː r	
86	H	soggy place, moor, swamp, marsh	bålkāń	bålkāń	b ɒ l k aː ɲ	
87	EAH	soggy place, moor, swamp, marsh	balkan	balkan	b a l k a n	
88	WOT	soggy place, moor, swamp, marsh	balkan	balkan	b a l k a n	
1015	H	soot	korom	korom	k o r o m	
1016	EAH	soot	kurum	kurum	k u r u m	
1017	WOT	soot	kurum	kurum	k u r u m	
1518	H	sorcerer, medicine man	tāltoš	tāltoš	t aː l t o ʃ	
1519	OH	sorcerer, medicine man	taltuš	taltuš	t a l t u ʃ	
1520	EAH	sorcerer, medicine man	taltuči	taltuči	t a l t u t͡ʃ i	
1521	WOT	sorcerer, medicine man	taltučï	taltučï	t a l t u t͡ʃ ɯ	
893	H	sparrow hawk, Accipiter n. nisus	kårvålʹ	kårvålʹ	k ɒ r v ɒ ʎ	
894	EAH	sparrow hawk, Accipiter n. nisus	karγay	karγay	k a r ɣ a j	
895	WOT	sparrow hawk, Accipiter n. nisus	kargay	kargay	k a r ɡ a j	
1150	H	sperm, seminal fluid	ondō	ondō	o n d oː	
1151	OH	sperm, seminal fluid	ondau̯	ondau̯	o n d a w	
1152	EAH	sperm, seminal fluid	undaγ	undaγ	u n d a ɣ	
1153	WOT	sperm, seminal fluid	undaγ	undaγ	u n d a ɣ	
1164	H	spindle, whorl	oršō	oršō	o r ʃ oː	
1165	OH	spindle, whorl	uršū	uršū	u r ʃ uː	
1166	EAH	spindle, whorl	určuγ	určuγ	u r t͡ʃ u ɣ	
1167	WOT	spindle, whorl	určuγ	určuγ	u r t͡ʃ u ɣ	
1317	H	spring, well, brook	šēd	šēd	ʃ eː d	
1318	OH	spring, well, brook	šīd	šīd	ʃ iː d	
1319	EAH	spring, well, brook	šiu	šiu	ʃ i u	
1320	WOT	spring, well, brook	šiw	šiw	ʃ i w	
440	H	squint-eyed, blind in one eye, onearmed, one-legged	čolāk	čolāk	t͡ʃ o l aː k	
441	EAH	squint-eyed, blind in one eye, onearmed, one-legged	čolak	čolak	t͡ʃ o l a k	
442	WOT	squint-eyed, blind in one eye, onearmed, one-legged	čolak	čolak	t͡ʃ o l a k	
194	H	stack of hay	boglʹå	boglʹå	b o ɡ ʎ ɒ	
195	OH	stack of hay	boglʹå	boglʹå	b o ɡ ʎ ɒ	
196	LAH	stack of hay	bogulʹa	bogulʹa	b o ɡ u ʎ a	
197	EAH	stack of hay	bogul	bogul	b o ɡ u l	
198	WOT	stack of hay	bogul	bogul	b o ɡ u l	
885	H	stake, pale, stick	kårō	kårō	k ɒ r oː	
886	OH	stake, pale, stick	kårou̯	kårou̯	k ɒ r o w	
887	EAH	stake, pale, stick	karoγ	karoγ	k a r o ɣ	
888	WOT	stake, pale, stick	karoγ	karoγ	k a r o ɣ	
446	H	stallion	čȫdör	čȫdör	t͡ʃ øː d ø r	
447	EAH	stallion	čeü̯dür	čeü̯dür	t͡ʃ ɛ ɥ d y r	
448	WOT	stallion	čeüdür	čeüdür	t͡ʃ ɛ y d y r	
449	H	stallion	čȫdör	čȫdör	t͡ʃ øː d ø r	
450	EAH	stallion	čeü̯dür	čeü̯dür	t͡ʃ ɛ ɥ d y r	
451	WOT	stallion	čäüdär	čäüdär	t͡ʃ ɛ y d ɛ r	
452	H	stallion	čȫdör	čȫdör	t͡ʃ øː d ø r	
453	EAH	stallion	čeü̯dür	čeü̯dür	t͡ʃ ɛ ɥ d y r	
454	WOT	stallion	čewdür	čewdür	t͡ʃ ɛ w d y r	
128	H	stamp, bond, mark	bēlʹeg	bēlʹeg	b eː ʎ ɛ ɡ	
129	OH	stamp, bond, mark	bēlʹeg	bēlʹeg	b eː ʎ ɛ ɡ	
130	EAH	stamp, bond, mark	beleg	beleg	b ɛ l ɛ ɡ	
131	WOT	stamp, bond, mark	bäläg	bäläg	b ɛ l ɛ ɡ	
319	H	steam, vapour, fumes; heat	būs	būs	b uː s	
320	EAH	steam, vapour, fumes; heat	būs	būs	b uː s	
321	WOT	steam, vapour, fumes; heat	būs	būs	b uː s	
1604	H	steer, young bullock, ox	tinō	tinō	t i n oː	
1605	EAH	steer, young bullock, ox	tana	tana	t a n a	
1606	WOT	steer, young bullock, ox	tana	tana	t a n a	
1682	H	steer, young bullock, ox or cow	tulok	tulok	t u l o k	
1683	EAH	steer, young bullock, ox or cow	tukol	tukol	t u k o l	
1684	WOT	steer, young bullock, ox or cow	tokol	tokol	t o k o l	
1345	H	sterlet, sturgeon, Acipenser stellatus, ruthenus	šȫreg	šȫreg	ʃ øː r ɛ ɡ	
1346	EAH	sterlet, sturgeon, Acipenser stellatus, ruthenus	ševrege	ševrege	ʃ ɛ v r ɛ ɡ ɛ	
1347	WOT	sterlet, sturgeon, Acipenser stellatus, ruthenus	šivrigey	šivrigey	ʃ i v r i ɡ ɛ j	
253	H	stick, cane	bot	bot	b o t	
254	OH	stick, cane	buti	buti	b u t i	
255	LAH	stick, cane	butī	butī	b u t iː	
256	EAH	stick, cane	butiγ	butiγ	b u t i ɣ	
257	WOT	stick, cane	butїγ	butїγ	b u t ɯ ɣ	
258	H	stick, cane	bot	bot	b o t	
259	OH	stick, cane	buti	buti	b u t i	
260	LAH	stick, cane	butu	butu	b u t u	
261	EAH	stick, cane	butiγ	butiγ	b u t i ɣ	
262	WOT	stick, cane	butїγ	butїγ	b u t ɯ ɣ	
263	H	stick, cane	but	but	b u t	
264	OH	stick, cane	buti	buti	b u t i	
265	LAH	stick, cane	butī	butī	b u t iː	
266	EAH	stick, cane	butiγ	butiγ	b u t i ɣ	
267	WOT	stick, cane	butїγ	butїγ	b u t ɯ ɣ	
268	H	stick, cane	but	but	b u t	
269	OH	stick, cane	buti	buti	b u t i	
270	LAH	stick, cane	butu	butu	b u t u	
271	EAH	stick, cane	butiγ	butiγ	b u t i ɣ	
272	WOT	stick, cane	butїγ	butїγ	b u t ɯ ɣ	
693	H	stomach	dʹomor	dʹomor	ɟ o m o r	
694	OH	stomach	dʹumur	dʹumur	ɟ u m u r	
695	EAH	stomach	ǰumur	ǰumur	d͡ʒ u m u r	
696	WOT	stomach	ǰumur	ǰumur	d͡ʒ u m u r	
1567	H	strap (on a whip, or on a kind of sandal)	telek	telek	t ɛ l ɛ k	
1568	EAH	strap (on a whip, or on a kind of sandal)	telük	telük	t ɛ l y k	
1569	WOT	strap (on a whip, or on a kind of sandal)	tilök	tilök	t i l ø k	
12	H	stream, current	ākoš	ākoš	aː k o ʃ	
13	WOT	stream, current	akïš	akïš	a k ɯ ʃ	
14	H	stream, current	ākoš	ākoš	aː k o ʃ	
15	WOT	stream, current	agïš	agïš	a ɡ ɯ ʃ	
16	H	stream, current	āgoš	āgoš	aː ɡ o ʃ	
17	WOT	stream, current	akïš	akïš	a k ɯ ʃ	
18	H	stream, current	āgoš	āgoš	aː ɡ o ʃ	
19	WOT	stream, current	agïš	agïš	a ɡ ɯ ʃ	
567	H	strength, power	erȫ	erȫ	ɛ r øː	
568	OH	strength, power	ereü̯	ereü̯	ɛ r ɛ ɥ	
569	EAH	strength, power	eriγ	eriγ	ɛ r i ɣ	
570	WOT	strength, power	äriγ	äriγ	ɛ r i ɣ	
465	H	stubborn	čököńöš	čököńöš	t͡ʃ ø k ø ɲ ø ʃ	
466	OH	stubborn	čököń	čököń	t͡ʃ ø k ø ɲ	
467	EAH	stubborn	čükün	čükün	t͡ʃ y k y n	
468	WOT	stubborn	čikin	čikin	t͡ʃ i k i n	
1063	H	stumpy, a small, thick man	köpcöš	köpcöš	k ø p t͡s ø ʃ	
1064	OH	stumpy, a small, thick man	köpčöš	köpčöš	k ø p t͡ʃ ø ʃ	
1065	LAH	stumpy, a small, thick man	köpčȫ	köpčȫ	k ø p t͡ʃ øː	
1066	EAH	stumpy, a small, thick man	köpčeγ	köpčeγ	k ø p t͡ʃ ɛ ɣ	
1067	WOT	stumpy, a small, thick man	köpčäγ	köpčäγ	k ø p t͡ʃ ɛ ɣ	
1617	H	sturgeon, Acipenser sturio	tok	tok	t o k	
1618	EAH	sturgeon, Acipenser sturio	toku	toku	t o k u	
1619	WOT	sturgeon, Acipenser sturio	toku	toku	t o k u	
1137	H	sty, cattle pen, sheepfold	ōl	ōl	oː l	
1138	OH	sty, cattle pen, sheepfold	oγul	oγul	o ɣ u l	
1139	EAH	sty, cattle pen, sheepfold	aγul	aγul	a ɣ u l	
1140	WOT	sty, cattle pen, sheepfold	aγul	aγul	a ɣ u l	
624	H	suspicion, mistrust	dʹånū	dʹånū	ɟ ɒ n uː	
625	OH	suspicion, mistrust	ǰanau̯	ǰanau̯	d͡ʒ a n a w	
626	EAH	suspicion, mistrust	ǰonaγ	ǰonaγ	d͡ʒ o n a ɣ	
627	WOT	suspicion, mistrust	ǰonaγ	ǰonaγ	d͡ʒ o n a ɣ	
199	H	tassel, fringe, tuft, node	boyt	boyt	b o j t	
200	OH	tassel, fringe, tuft, node	buyt	buyt	b u j t	
201	LAH	tassel, fringe, tuft, node	buγt	buγt	b u ɣ t	
202	EAH	tassel, fringe, tuft, node	buγut	buγut	b u ɣ u t	
203	WOT	tassel, fringe, tuft, node	bogut	bogut	b o ɡ u t	
1270	H	tent	šātor	šātor	ʃ aː t o r	
1271	OH	tent	šatur	šatur	ʃ a t u r	
1272	EAH	tent	čatur	čatur	t͡ʃ a t u r	
1273	WOT	tent	čatur	čatur	t͡ʃ a t u r	
1098	H	the Cuman ethnic group in Hungary	kun	kun	k u n	
1099	OH	the Cuman ethnic group in Hungary	kūn	kūn	k uː n	
1100	EAH	the Cuman ethnic group in Hungary	kuwan	kuwan	k u w a n	
1101	WOT	the Cuman ethnic group in Hungary	kuwan	kuwan	k u w a n	
1122	H	the name of a group of military people in Hungary,the Cuman bodyguard to the Hungarian king	ńögēr	ńögēr	ɲ ø ɡ eː r	
1123	EAH	the name of a group of military people in Hungary,the Cuman bodyguard to the Hungarian king	nöger	nöger	n ø ɡ ɛ r	
1124	WOT	the name of a group of military people in Hungary,the Cuman bodyguard to the Hungarian king	nögär	nögär	n ø ɡ ɛ r	
1037	H	the navel; various parts of agricultural and other instruments,around which something turns or rotates or which is in the centre	köldök	köldök	k ø l d ø k	
1038	OH	the navel; various parts of agricultural and other instruments,around which something turns or rotates or which is in the centre	kildik	kildik	k i l d i k	
1039	EAH	the navel; various parts of agricultural and other instruments,around which something turns or rotates or which is in the centre	kindik	kindik	k i n d i k	
1040	WOT	the navel; various parts of agricultural and other instruments,around which something turns or rotates or which is in the centre	kindik	kindik	k i n d i k	
1689	H	the totem bird of the Árpád dynasty, a bird of prey	turul	turul	t u r u l	
1690	OH	the totem bird of the Árpád dynasty, a bird of prey	tūrul	tūrul	t uː r u l	
1691	EAH	the totem bird of the Árpád dynasty, a bird of prey	tuγrïl	tuγrïl	t u ɣ r ɯ l	
1692	WOT	the totem bird of the Árpád dynasty, a bird of prey	toγrïl	toγrïl	t o ɣ r ɯ l	
394	H	thicket, brushwood, dry foliage, grove, meadow	čålit	čålit	t͡ʃ ɒ l i t	
395	EAH	thicket, brushwood, dry foliage, grove, meadow	čalit	čalit	t͡ʃ a l i t	
396	WOT	thicket, brushwood, dry foliage, grove, meadow	čaltï	čaltï	t͡ʃ a l t ɯ	
397	H	thicket, brushwood; dry foliage, grove, meadow	čålit	čålit	t͡ʃ ɒ l i t	
398	EAH	thicket, brushwood; dry foliage, grove, meadow	čalit	čalit	t͡ʃ a l i t	
399	WOT	thicket, brushwood; dry foliage, grove, meadow	čalït	čalït	t͡ʃ a l ɯ t	
1168	H	thief	orv	orv	o r v	
1169	OH	thief	urvu	urvu	u r v u	
1170	LAH	thief	uvru	uvru	u v r u	
1171	EAH	thief	uγru	uγru	u ɣ r u	
1172	WOT	thief	ogru	ogru	o ɡ r u	
757	H	thimble	dʹǖsǖ	dʹǖsǖ	ɟ yː s yː	
758	EAH	thimble	ǰüγsüγ	ǰüγsüγ	d͡ʒ y ɣ s y ɣ	
759	WOT	thimble	ǰüγsüγ	ǰüγsüγ	d͡ʒ y ɣ s y ɣ	
1452	H	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	siroń	siroń	s i r o ɲ	
1453	OH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	siron	siron	s i r o n	
1454	LAH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sirum	sirum	s i r u m	
1455	EAH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	siyrum	siyrum	s i j r u m	
1456	WOT	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sïyrum	sïyrum	s ɯ j r u m	
1457	H	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	siroń	siroń	s i r o ɲ	
1458	OH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sirom	sirom	s i r o m	
1459	LAH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sirum	sirum	s i r u m	
1460	EAH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	siyrum	siyrum	s i j r u m	
1461	WOT	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sïyrum	sïyrum	s ɯ j r u m	
776	H	time, weather	idȫ	idȫ	i d øː	
777	OH	time, weather	üdȫ	üdȫ	y d øː	
778	LAH	time, weather	üdeü̯	üdeü̯	y d ɛ ɥ	
779	EAH	time, weather	üdeγ	üdeγ	y d ɛ ɣ	
780	WOT	time, weather	üdäγ	üdäγ	y d ɛ ɣ	
993	H	timothy-grass, phleum, Phleum sp.	komōčin	komōčin	k o m oː t͡ʃ i n	
994	EAH	timothy-grass, phleum, Phleum sp.	kåmičin	kåmičin	k ɒ m i t͡ʃ i n	
995	WOT	timothy-grass, phleum, Phleum sp.	kamїčïn	kamїčïn	k a m ɯ t͡ʃ ɯ n	
1532	H	tinder, tinder fungus, Fomes fomentarius	tåplō	tåplō	t ɒ p l oː	
1533	OH	tinder, tinder fungus, Fomes fomentarius	tåplou̯	tåplou̯	t ɒ p l o w	
1534	LAH	tinder, tinder fungus, Fomes fomentarius	toplau̯	toplau̯	t o p l a w	
1535	EAH	tinder, tinder fungus, Fomes fomentarius	topluγ	topluγ	t o p l u ɣ	
1536	WOT	tinder, tinder fungus, Fomes fomentarius	topluγ	topluγ	t o p l u ɣ	
617	H	to abuse, calumniate	dʹålāz	dʹålāz	ɟ ɒ l aː z	
618	OH	to abuse, calumniate	dʹala	dʹala	ɟ a l a	
619	EAH	to abuse, calumniate	ǰala	ǰala	d͡ʒ a l a	
620	WOT	to abuse, calumniate	ǰala	ǰala	d͡ʒ a l a	
409	H	to add, to join; to buckle up something	čåtol	čåtol	t͡ʃ ɒ t o l	
410	OH	to add, to join; to buckle up something	čatol	čatol	t͡ʃ a t o l	
411	EAH	to add, to join; to buckle up something	čat	čat	t͡ʃ a t	
412	WOT	to add, to join; to buckle up something	čat	čat	t͡ʃ a t	
801	H	to adore, worship	imād	imād	i m aː d	
802	OH	to adore, worship	vimad	vimad	v i m a d	
803	EAH	to adore, worship	vim	vim	v i m	
804	WOT	to adore, worship	vïm	vïm	v ɯ m	
545	H	to allow, permit, concede; yield, give way	enged	enged	ɛ n ɡ ɛ d	
546	EAH	to allow, permit, concede; yield, give way	eng	eng	ɛ n ɡ	
547	WOT	to allow, permit, concede; yield, give way	äŋ	äŋ	ɛ ŋ	
246	H	to annoy	bossån	bossån	b o s s ɒ n	
247	EAH	to annoy	busan	busan	b u s a n	
248	WOT	to annoy	busan	busan	b u s a n	
555	H	to arrive, to reach, get to	ēr	ēr	eː r	
556	EAH	to arrive, to reach, get to	er	er	ɛ r	
557	WOT	to arrive, to reach, get to	er	er	ɛ r	
728	H	to assemble, gather	dʹǖl	dʹǖl	ɟ yː l	
729	OH	to assemble, gather	dʹīl	dʹīl	ɟ iː l	
730	EAH	to assemble, gather	ǰiγil	ǰiγil	d͡ʒ i ɣ i l	
731	WOT	to assemble, gather	ǰigil	ǰigil	d͡ʒ i ɡ i l	
179	H	to be forgiven, bocsánat	bočānik	bočānik	b o t͡ʃ aː n i k	
180	OH	to be forgiven, bocsánat	bočan	bočan	b o t͡ʃ a n	
181	EAH	to be forgiven, bocsánat	bolčan	bolčan	b o l t͡ʃ a n	
182	WOT	to be forgiven, bocsánat	bolčan	bolčan	b o l t͡ʃ a n	
784	H	to be frightened, to take fright	iyed	iyed	i j ɛ d	
785	OH	to be frightened, to take fright	iye	iye	i j ɛ	
786	EAH	to be frightened, to take fright	äyi	äyi	ɛ j i	
787	WOT	to be frightened, to take fright	äyi	äyi	ɛ j i	
788	H	to be frightened, to take fright	iyest	iyest	i j ɛ s t	
789	OH	to be frightened, to take fright	iye	iye	i j ɛ	
790	EAH	to be frightened, to take fright	äyi	äyi	ɛ j i	
791	WOT	to be frightened, to take fright	äyi	äyi	ɛ j i	
941	H	to be, become late	kēšik	kēšik	k eː ʃ i k	
942	OH	to be, become late	kēš	kēš	k eː ʃ	
943	EAH	to be, become late	kēč	kēč	k eː t͡ʃ	
944	WOT	to be, become late	kēč	kēč	k eː t͡ʃ	
1214	H	to become mad	ȫrül	ȫrül	øː r y l	
1215	OH	to become mad	eü̯ril	eü̯ril	ɛ ɥ r i l	
1216	EAH	to become mad	evril	evril	ɛ v r i l	
1217	WOT	to become mad	ävril	ävril	ɛ v r i l	
461	H	to become smaller, remain small, to sway, to totter, tosprain	čökik	čökik	t͡ʃ ø k i k	
462	OH	to become smaller, remain small, to sway, to totter, tosprain	čök	čök	t͡ʃ ø k	
463	EAH	to become smaller, remain small, to sway, to totter, tosprain	čük	čük	t͡ʃ y k	
464	WOT	to become smaller, remain small, to sway, to totter, tosprain	čök	čök	t͡ʃ ø k	
980	H	to beg, to mendicate	koldul	koldul	k o l d u l	
981	EAH	to beg, to mendicate	koldu	koldu	k o l d u	
982	WOT	to beg, to mendicate	koldu	koldu	k o l d u	
424	H	to bind (something)	čekēl	čekēl	t͡ʃ ɛ k eː l	
425	OH	to bind (something)	ček	ček	t͡ʃ ɛ k	
426	EAH	to bind (something)	čik	čik	t͡ʃ i k	
427	WOT	to bind (something)	čik	čik	t͡ʃ i k	
1657	H	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	tör	tör	t ø r	
1658	OH	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	tȫr	tȫr	t øː r	
1659	LAH	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	tǖr	tǖr	t yː r	
1660	EAH	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	tüγür	tüγür	t y ɣ y r	
1661	WOT	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	töγür	töγür	t ø ɣ y r	
722	H	to catch fire, be kindled, to be ignited	dʹūl	dʹūl	ɟ uː l	
723	EAH	to catch fire, be kindled, to be ignited	ǰul	ǰul	d͡ʒ u l	
724	WOT	to catch fire, be kindled, to be ignited	ǰul	ǰul	d͡ʒ u l	
1507	H	to cease, to stop	szǖnik	szǖnik	s yː n i k	
1508	OH	to cease, to stop	sün	sün	s y n	
1509	EAH	to cease, to stop	sön	sön	s ø n	
1510	WOT	to cease, to stop	sön	sön	s ø n	
732	H	to collect,gather something	dʹǖyt	dʹǖyt	ɟ yː j t	
733	EAH	to collect,gather something	dʹǖl	dʹǖl	ɟ yː l	
734	WOT	to collect,gather something	ǰiγil	ǰiγil	d͡ʒ i ɣ i l	
718	H	to conquer (somebody, something), triumph (over somebody, something), gain victory	dʹȫz	dʹȫz	ɟ øː z	
719	OH	to conquer (somebody, something), triumph (over somebody, something), gain victory	dʹēz	dʹēz	ɟ eː z	
720	EAH	to conquer (somebody, something), triumph (over somebody, something), gain victory	ǰeγüz	ǰeγüz	d͡ʒ ɛ ɣ y z	
721	WOT	to conquer (somebody, something), triumph (over somebody, something), gain victory	ǰäγüz	ǰäγüz	d͡ʒ ɛ ɣ y z	
223	H	to cover, to overturn	bor	bor	b o r	
224	EAH	to cover, to overturn	bur	bur	b u r	
225	WOT	to cover, to overturn	bur	bur	b u r	
226	H	to cover, to overturn	bur	bur	b u r	
227	EAH	to cover, to overturn	bur	bur	b u r	
228	WOT	to cover, to overturn	bur	bur	b u r	
61	H	to decay, putrefy, go bad (of food, water)	ārik	ārik	aː r i k	
62	EAH	to decay, putrefy, go bad (of food, water)	ār	ār	aː r	
63	WOT	to decay, putrefy, go bad (of food, water)	ar	ar	a r	
48	H	to decay, putrify, turn stale	āporodik	āporodik	aː p o r o d i k	
49	EAH	to decay, putrify, turn stale	oporo	oporo	o p o r o	
50	WOT	to decay, putrify, turn stale	opura	opura	o p u r a	
1708	H	to endure, suffer, bear, stand	tǖr	tǖr	t yː r	
1709	EAH	to endure, suffer, bear, stand	tür	tür	t y r	
1710	WOT	to endure, suffer, bear, stand	tör	tör	t ø r	
1528	H	to feed, to nourish	tāplāl	tāplāl	t aː p l aː l	
1529	OH	to feed, to nourish	tāplā	tāplā	t aː p l aː	
1530	EAH	to feed, to nourish	taplaγ	taplaγ	t a p l a ɣ	
1531	WOT	to feed, to nourish	taplaγ	taplaγ	t a p l a ɣ	
9	H	to fondle, pet, caress	åynāroz	åynāroz	ɒ j n aː r o z	
10	EAH	to fondle, pet, caress	ayan	ayan	a j a n	
11	WOT	to fondle, pet, caress	ayan	ayan	a j a n	
183	H	to forgive	bočāt	bočāt	b o t͡ʃ aː t	
184	OH	to forgive	bulšat	bulšat	b u l ʃ a t	
185	EAH	to forgive	bulčat	bulčat	b u l t͡ʃ a t	
186	WOT	to forgive	bolčat	bolčat	b o l t͡ʃ a t	
113	H	to fuck	båsik	båsik	b ɒ s i k	
114	EAH	to fuck	bas	bas	b a s	
115	WOT	to fuck	bas	bas	b a s	
135	H	to give	bercel	bercel	b ɛ r t͡s ɛ l	
136	OH	to give	bercel	bercel	b ɛ r t͡s ɛ l	
137	EAH	to give	bersil	bersil	b ɛ r s i l	
138	WOT	to give	Bärsil	Bärsil	b ɛ r s i l	
139	H	to give	bercel	bercel	b ɛ r t͡s ɛ l	
140	OH	to give	bercel	bercel	b ɛ r t͡s ɛ l	
141	EAH	to give	bersil	bersil	b ɛ r s i l	
142	WOT	to give	Bärsil	Bärsil	b ɛ r s i l	
816	H	to glow, be hot	izzik	izzik	i z z i k	
817	OH	to glow, be hot	izi	izi	i z i	
818	EAH	to glow, be hot	isi	isi	i s i	
819	WOT	to glow, be hot	ïsï	ïsï	ɯ s ɯ	
1095	H	to greet, to thank	kösön	kösön	k ø s ø n	
1096	EAH	to greet, to thank	küsen	küsen	k y s ɛ n	
1097	WOT	to greet, to thank	küsän	küsän	k y s ɛ n	
1197	H	to grind, mill	ȫr	ȫr	øː r	
1198	EAH	to grind, mill	evir	evir	ɛ v i r	
1199	WOT	to grind, mill	ävir	ävir	ɛ v i r	
1670	H	to happen, to occur	törtēnik	törtēnik	t ø r t eː n i k	
1671	OH	to happen, to occur	törtēn	törtēn	t ø r t eː n	
1672	EAH	to happen, to occur	törtün	törtün	t ø r t y n	
